fog_nodes,iot_tasks,cpu_limit,algorithm,fog_energy,cloud_energy,energy_saved_percent,qos_satisfaction,throughput
6,732,304,FCFS,408.17,466.0,12.41,88.65,122.0
85,1606,977,Reinforcement Learning,167.78,333.75,49.73,76.88,18.89
82,64,344,Reinforcement Learning,186.11,483.14,61.48,91.82,0.78
93,1492,970,FCFS,283.94,578.24,50.9,83.4,16.04
60,417,432,Bin Packing,330.53,463.21,28.64,67.85,6.95
98,687,495,FCFS,230.32,280.32,17.84,95.63,7.01
97,902,920,Reinforcement Learning,330.15,526.83,37.33,93.47,9.3
88,1926,606,QoS Aware Heuristic,168.26,434.99,61.32,98.56,21.89
89,1286,220,Round Robin,108.94,240.01,54.61,82.76,14.45
65,749,358,QoS Aware Heuristic,328.49,612.06,46.33,87.03,11.52
26,1757,821,Reinforcement Learning,306.97,440.15,30.26,94.54,67.58
39,1832,509,QoS Aware Heuristic,375.86,578.41,35.02,62.1,46.97
20,54,409,Bin Packing,359.93,590.44,39.04,96.49,2.7
54,280,907,Bin Packing,458.99,595.34,22.9,70.85,5.19
47,1274,805,FCFS,283.79,421.84,32.73,62.28,27.11
21,1958,167,QoS Aware Heuristic,103.35,270.85,61.84,69.5,93.24
84,1475,213,QoS Aware Heuristic,352.26,611.07,42.35,83.45,17.56
62,1222,319,Reinforcement Learning,370.05,445.26,16.89,61.91,19.71
6,1657,319,FCFS,308.6,516.47,40.25,60.03,276.17
8,1565,572,FCFS,375.72,595.06,36.86,85.57,195.62
89,1061,829,QoS Aware Heuristic,229.43,418.9,45.23,78.14,11.92
43,1299,848,Round Robin,159.52,443.48,64.03,93.77,30.21
98,635,485,QoS Aware Heuristic,365.82,566.32,35.4,70.3,6.48
10,1892,397,QoS Aware Heuristic,198.07,406.71,51.3,71.23,189.2
85,218,705,QoS Aware Heuristic,282.53,482.47,41.44,63.1,2.56
93,810,352,Bin Packing,296.65,527.15,43.73,81.54,8.71
73,841,504,FCFS,290.88,374.73,22.38,74.64,11.52
73,1049,591,Bin Packing,339.38,612.95,44.63,73.59,14.37
24,201,456,Round Robin,111.78,172.4,35.16,78.31,8.38
68,1065,527,Reinforcement Learning,495.87,706.06,29.77,93.99,15.66
20,273,314,Round Robin,386.52,590.39,34.53,64.21,13.65
55,553,479,FCFS,270.16,372.19,27.41,80.94,10.05
41,1810,869,Reinforcement Learning,176.53,236.71,25.42,67.86,44.15
77,1623,958,Round Robin,132.07,216.78,39.08,68.5,21.08
73,93,851,FCFS,368.88,486.8,24.22,70.27,1.27
46,746,926,Round Robin,226.78,497.31,54.4,78.38,16.22
61,553,313,Reinforcement Learning,191.79,455.72,57.91,79.78,9.07
70,1314,197,Reinforcement Learning,251.98,317.94,20.75,94.86,18.77
13,979,627,Round Robin,337.17,459.49,26.62,95.68,75.31
90,892,765,Bin Packing,368.68,641.01,42.48,83.47,9.91
68,400,627,Round Robin,358.07,467.23,23.36,71.26,5.88
90,1795,809,Round Robin,445.31,744.3,40.17,92.74,19.94
26,72,719,Round Robin,187.5,301.71,37.85,91.72,2.77
38,1709,634,Bin Packing,354.7,589.48,39.83,91.92,44.97
59,647,653,QoS Aware Heuristic,140.45,294.71,52.34,60.65,10.97
33,1116,648,Reinforcement Learning,319.17,403.23,20.85,90.15,33.82
42,515,427,FCFS,333.58,447.37,25.44,94.11,12.26
22,89,264,Reinforcement Learning,186.49,405.27,53.98,84.2,4.05
75,352,215,Reinforcement Learning,256.68,390.94,34.34,90.05,4.69
69,1754,249,QoS Aware Heuristic,430.88,631.91,31.81,91.05,25.42
5,224,617,Reinforcement Learning,159.36,260.74,38.88,80.26,44.8
92,1048,131,Reinforcement Learning,273.8,435.95,37.19,92.54,11.39
8,1605,756,Bin Packing,473.09,651.15,27.35,91.69,200.62
8,1534,905,Bin Packing,301.64,454.84,33.68,96.64,191.75
86,670,392,Bin Packing,390.05,489.53,20.32,96.85,7.79
31,1266,788,Bin Packing,430.75,596.14,27.74,81.19,40.84
47,293,276,Bin Packing,181.51,404.74,55.15,61.26,6.23
63,885,160,FCFS,187.29,478.52,60.86,60.76,14.05
36,329,688,QoS Aware Heuristic,403.44,650.82,38.01,97.56,9.14
37,1813,515,Round Robin,401.32,491.69,18.38,73.49,49.0
32,1109,482,Bin Packing,124.07,242.25,48.78,75.1,34.66
59,606,697,QoS Aware Heuristic,229.0,298.71,23.34,78.8,10.27
64,947,802,Round Robin,259.41,343.32,24.44,70.63,14.8
74,1613,106,Reinforcement Learning,431.62,544.29,20.7,83.62,21.8
66,1227,184,Reinforcement Learning,268.74,368.62,27.1,91.38,18.59
84,1096,873,QoS Aware Heuristic,470.37,573.78,18.02,70.29,13.05
38,768,497,FCFS,498.64,606.33,17.76,89.72,20.21
91,981,870,FCFS,412.29,537.46,23.29,86.88,10.78
92,140,492,QoS Aware Heuristic,366.55,447.95,18.17,81.02,1.52
60,439,146,FCFS,256.76,376.22,31.75,73.02,7.32
17,1432,440,FCFS,126.82,348.92,63.65,94.91,84.24
60,599,597,Reinforcement Learning,329.26,438.36,24.89,76.11,9.98
22,980,705,FCFS,244.68,337.64,27.53,74.99,44.55
58,1301,577,FCFS,240.36,307.28,21.78,85.65,22.43
81,1275,525,QoS Aware Heuristic,375.08,550.07,31.81,96.81,15.74
47,1423,525,FCFS,285.46,545.96,47.71,80.32,30.28
43,1894,835,Bin Packing,400.84,465.59,13.91,88.91,44.05
65,1839,890,Bin Packing,259.27,444.85,41.72,78.28,28.29
46,1111,614,QoS Aware Heuristic,160.35,373.0,57.01,68.75,24.15
85,782,228,Bin Packing,284.54,482.66,41.05,64.96,9.2
83,549,934,Reinforcement Learning,480.41,749.82,35.93,65.45,6.61
22,1772,348,QoS Aware Heuristic,420.61,687.21,38.79,60.85,80.55
27,1116,840,FCFS,182.3,246.63,26.08,82.12,41.33
58,920,938,Bin Packing,256.52,396.76,35.35,65.24,15.86
34,1699,230,Reinforcement Learning,471.12,688.83,31.61,94.63,49.97
62,1845,839,QoS Aware Heuristic,149.48,437.59,65.84,99.32,29.76
72,566,788,QoS Aware Heuristic,201.58,452.75,55.48,79.83,7.86
71,117,422,FCFS,204.89,299.04,31.48,77.99,1.65
75,1813,922,Round Robin,328.37,448.17,26.73,73.92,24.17
22,172,999,Bin Packing,264.29,505.19,47.69,85.52,7.82
11,1758,642,Reinforcement Learning,131.95,299.82,55.99,84.32,159.82
44,385,165,QoS Aware Heuristic,351.67,538.5,34.69,73.74,8.75
74,1226,817,Bin Packing,139.63,341.87,59.16,73.73,16.57
90,1023,200,Reinforcement Learning,342.57,418.39,18.12,85.79,11.37
69,828,931,Reinforcement Learning,302.8,566.79,46.58,82.18,12.0
72,1742,130,QoS Aware Heuristic,297.47,563.25,47.19,88.74,24.19
53,1235,984,Bin Packing,127.0,294.06,56.81,97.66,23.3
56,1287,290,Reinforcement Learning,355.69,562.4,36.75,91.18,22.98
33,1983,677,QoS Aware Heuristic,272.53,487.51,44.1,72.17,60.09
25,1449,514,Bin Packing,264.44,361.87,26.92,90.36,57.96
94,1993,914,Bin Packing,338.58,416.73,18.75,78.0,21.2
82,1516,846,QoS Aware Heuristic,342.5,397.67,13.87,91.11,18.49
13,472,889,Bin Packing,106.01,384.23,72.41,95.46,36.31
51,1611,813,Round Robin,150.09,286.52,47.62,70.0,31.59
80,988,599,Reinforcement Learning,194.61,266.07,26.86,69.55,12.35
46,853,961,Reinforcement Learning,371.19,537.64,30.96,77.3,18.54
55,1774,836,Bin Packing,330.7,399.61,17.24,62.06,32.25
60,1985,694,QoS Aware Heuristic,403.05,474.36,15.03,87.43,33.08
55,683,145,FCFS,396.24,568.46,30.3,89.99,12.42
74,1303,188,Bin Packing,441.27,618.48,28.65,73.82,17.61
24,1132,797,FCFS,250.73,445.77,43.75,78.61,47.17
92,145,474,Bin Packing,238.03,452.11,47.35,83.61,1.58
31,1335,800,FCFS,432.41,649.48,33.42,62.94,43.06
42,403,345,Bin Packing,195.04,353.29,44.79,88.45,9.6
76,1385,657,QoS Aware Heuristic,284.47,495.35,42.57,81.07,18.22
69,1209,356,FCFS,177.73,303.91,41.52,84.97,17.52
58,1935,451,Round Robin,465.54,625.87,25.62,88.95,33.36
28,1868,672,QoS Aware Heuristic,263.12,411.45,36.05,87.02,66.71
51,1016,204,Bin Packing,184.99,317.27,41.69,63.81,19.92
75,972,436,FCFS,376.81,486.45,22.54,91.3,12.96
87,522,625,Reinforcement Learning,197.86,267.47,26.03,84.4,6.0
90,1705,400,QoS Aware Heuristic,477.4,653.88,26.99,88.6,18.94
67,479,176,FCFS,247.05,431.37,42.73,70.46,7.15
61,1024,610,QoS Aware Heuristic,365.86,499.9,26.81,68.86,16.79
59,586,329,FCFS,238.1,532.06,55.25,93.04,9.93
64,1927,778,Reinforcement Learning,422.9,612.14,30.91,75.62,30.11
66,1219,677,Round Robin,458.77,731.02,37.24,83.01,18.47
34,1597,131,Reinforcement Learning,415.17,607.69,31.68,82.06,46.97
97,136,707,Bin Packing,439.4,536.88,18.16,83.41,1.4
26,158,157,QoS Aware Heuristic,140.75,434.41,67.6,62.78,6.08
79,1496,203,Round Robin,469.63,740.96,36.62,72.1,18.94
88,1418,411,QoS Aware Heuristic,349.72,517.54,32.43,62.66,16.11
33,1339,745,FCFS,447.69,558.45,19.83,79.21,40.58
45,1807,828,Bin Packing,373.77,479.44,22.04,96.08,40.16
46,1659,166,Bin Packing,180.74,432.25,58.19,75.57,36.07
69,1043,789,QoS Aware Heuristic,343.82,411.1,16.37,91.3,15.12
35,1567,473,Bin Packing,136.38,345.9,60.57,71.49,44.77
34,1406,858,QoS Aware Heuristic,378.29,588.32,35.7,94.25,41.35
22,871,905,FCFS,263.6,359.21,26.62,76.78,39.59
21,1486,334,FCFS,160.69,386.92,58.47,74.21,70.76
42,1687,742,QoS Aware Heuristic,491.69,718.04,31.52,87.9,40.17
18,986,211,Reinforcement Learning,460.43,597.94,23.0,80.51,54.78
91,1054,488,Reinforcement Learning,457.42,628.26,27.19,73.49,11.58
93,698,507,FCFS,415.53,673.72,38.32,62.32,7.51
83,240,153,Round Robin,376.79,557.58,32.42,66.67,2.89
60,982,901,Reinforcement Learning,362.03,566.57,36.1,90.89,16.37
26,191,338,QoS Aware Heuristic,142.44,295.63,51.82,96.83,7.35
71,1942,851,FCFS,460.23,547.63,15.96,66.75,27.35
60,1146,394,Bin Packing,452.45,751.97,39.83,82.78,19.1
23,889,211,Bin Packing,399.14,582.02,31.42,61.37,38.65
61,1240,187,Reinforcement Learning,470.93,605.04,22.17,71.63,20.33
48,217,839,Round Robin,321.23,549.68,41.56,77.95,4.52
39,615,575,Reinforcement Learning,279.06,484.27,42.38,89.44,15.77
5,1332,403,Round Robin,487.18,595.41,18.18,61.76,266.4
56,1512,404,Reinforcement Learning,285.65,554.88,48.52,91.25,27.0
89,1184,389,Bin Packing,356.53,424.26,15.96,68.11,13.3
97,793,307,Round Robin,249.22,450.64,44.7,90.38,8.18
74,722,967,Bin Packing,354.53,524.0,32.34,85.02,9.76
41,913,885,QoS Aware Heuristic,388.04,517.59,25.03,73.58,22.27
69,888,681,QoS Aware Heuristic,349.86,606.46,42.31,88.95,12.87
55,580,469,FCFS,305.83,519.9,41.18,69.45,10.55
5,1363,319,Bin Packing,220.04,459.91,52.16,68.79,272.6
95,1023,330,Bin Packing,357.54,511.2,30.06,62.47,10.77
25,611,901,FCFS,463.37,748.97,38.13,75.72,24.44
57,1583,918,QoS Aware Heuristic,102.77,238.95,56.99,63.91,27.77
20,224,972,QoS Aware Heuristic,153.57,336.33,54.34,76.78,11.2
65,351,448,Round Robin,147.91,431.32,65.71,60.39,5.4
58,1769,354,Round Robin,469.28,540.08,13.11,66.2,30.5
44,234,551,QoS Aware Heuristic,365.1,442.3,17.45,97.29,5.32
30,1412,241,Reinforcement Learning,480.72,779.27,38.31,91.82,47.07
84,559,168,Bin Packing,333.13,625.98,46.78,69.45,6.65
96,868,188,Round Robin,284.69,527.62,46.04,88.73,9.04
69,1383,970,Reinforcement Learning,416.94,587.99,29.09,86.74,20.04
78,1580,235,Round Robin,164.38,340.9,51.78,67.08,20.26
68,1419,754,FCFS,252.54,366.84,31.16,74.84,20.87
47,1154,950,Bin Packing,286.51,444.69,35.57,96.55,24.55
21,1447,798,Round Robin,219.38,377.22,41.84,89.55,68.9
63,205,622,QoS Aware Heuristic,248.51,307.53,19.19,90.41,3.25
27,836,759,FCFS,131.24,294.53,55.44,82.56,30.96
11,844,903,FCFS,179.19,349.14,48.68,86.62,76.73
48,481,949,QoS Aware Heuristic,234.2,450.65,48.03,80.35,10.02
57,1573,541,FCFS,418.36,597.47,29.98,89.64,27.6
75,810,137,Bin Packing,173.0,438.42,60.54,89.31,10.8
83,196,956,Round Robin,238.66,380.55,37.29,61.24,2.36
38,530,307,FCFS,125.97,278.4,54.75,85.27,13.95
50,484,309,Bin Packing,322.84,515.71,37.4,85.19,9.68
72,1592,612,QoS Aware Heuristic,344.5,445.18,22.62,62.69,22.11
82,1742,459,Round Robin,446.21,594.58,24.95,76.42,21.24
82,1756,676,QoS Aware Heuristic,427.65,649.19,34.13,95.95,21.41
20,118,100,Round Robin,214.15,367.1,41.66,98.14,5.9
75,1679,854,FCFS,154.78,431.43,64.12,91.29,22.39
23,1954,480,FCFS,162.43,366.26,55.65,66.06,84.96
6,924,927,Round Robin,487.59,576.03,15.35,74.99,154.0
14,1961,636,Bin Packing,369.29,541.15,31.76,67.3,140.07
54,235,958,Bin Packing,117.03,358.22,67.33,86.09,4.35
85,953,493,Bin Packing,154.71,365.55,57.68,90.93,11.21
16,731,149,Reinforcement Learning,294.32,565.64,47.97,95.35,45.69
74,253,495,Bin Packing,183.13,420.63,56.46,94.43,3.42
26,603,959,FCFS,421.46,486.86,13.43,63.97,23.19
36,62,852,Reinforcement Learning,329.29,407.42,19.18,65.03,1.72
88,715,131,Bin Packing,345.05,557.49,38.11,96.39,8.12
5,1347,644,FCFS,285.13,394.73,27.77,93.75,269.4
58,1371,811,Reinforcement Learning,202.43,399.39,49.32,78.42,23.64
62,100,333,FCFS,335.76,583.81,42.49,77.2,1.61
74,549,125,Round Robin,386.79,581.02,33.43,82.11,7.42
87,418,653,FCFS,248.38,402.25,38.25,83.87,4.8
22,773,533,Reinforcement Learning,301.98,513.55,41.2,70.17,35.14
10,1729,160,Bin Packing,435.87,521.77,16.46,76.15,172.9
49,406,652,Reinforcement Learning,159.47,390.27,59.14,84.79,8.29
27,1076,540,Bin Packing,318.09,542.35,41.35,68.25,39.85
27,1327,229,Bin Packing,239.37,417.97,42.73,99.95,49.15
30,1548,966,QoS Aware Heuristic,381.12,500.82,23.9,71.32,51.6
81,896,453,Round Robin,107.52,356.91,69.87,82.1,11.06
11,1579,297,QoS Aware Heuristic,368.19,545.83,32.54,82.17,143.55
83,305,898,Reinforcement Learning,141.16,205.95,31.46,78.06,3.67
48,1683,762,QoS Aware Heuristic,125.91,405.56,68.95,69.66,35.06
31,1758,815,Bin Packing,389.85,631.78,38.29,82.61,56.71
30,1223,793,Reinforcement Learning,356.14,552.34,35.52,63.64,40.77
83,1561,470,QoS Aware Heuristic,457.97,617.18,25.8,75.48,18.81
40,328,818,FCFS,307.86,597.83,48.5,68.97,8.2
59,1132,246,Round Robin,312.01,555.77,43.86,64.97,19.19
68,495,815,FCFS,382.81,566.56,32.43,97.02,7.28
95,162,597,Reinforcement Learning,229.36,442.65,48.18,88.0,1.71
61,885,147,QoS Aware Heuristic,114.76,234.95,51.16,66.75,14.51
73,804,869,Bin Packing,192.02,290.95,34.0,97.98,11.01
65,1895,750,QoS Aware Heuristic,195.21,313.54,37.74,68.64,29.15
6,1642,271,Reinforcement Learning,234.26,357.54,34.48,69.42,273.67
59,1562,712,Reinforcement Learning,477.39,712.32,32.98,65.33,26.47
84,1480,798,Reinforcement Learning,421.94,506.96,16.77,89.11,17.62
91,416,995,Reinforcement Learning,474.38,718.78,34.0,82.84,4.57
42,1133,414,QoS Aware Heuristic,499.44,680.29,26.58,62.33,26.98
84,378,475,FCFS,273.51,419.65,34.82,61.01,4.5
82,777,905,Bin Packing,190.83,315.93,39.6,81.31,9.48
33,1542,974,Bin Packing,324.0,502.3,35.5,86.06,46.73
30,1818,632,Round Robin,452.45,581.83,22.24,92.91,60.6
39,1055,909,Reinforcement Learning,286.29,443.65,35.47,79.13,27.05
83,1640,519,Reinforcement Learning,302.16,536.91,43.72,87.06,19.76
71,1958,495,Reinforcement Learning,153.78,360.28,57.32,89.35,27.58
91,769,621,FCFS,268.18,505.18,46.91,84.52,8.45
33,1136,286,Reinforcement Learning,254.8,483.04,47.25,74.09,34.42
38,233,744,Round Robin,240.68,494.45,51.32,65.28,6.13
45,1072,132,Round Robin,454.92,555.34,18.08,85.9,23.82
45,360,168,FCFS,123.72,422.5,70.72,90.75,8.0
27,1866,691,Reinforcement Learning,488.86,657.8,25.68,67.59,69.11
75,1611,290,QoS Aware Heuristic,103.3,332.86,68.97,79.79,21.48
7,226,200,QoS Aware Heuristic,478.24,697.68,31.45,75.89,32.29
62,1648,584,Bin Packing,319.22,510.76,37.5,68.23,26.58
36,1502,384,FCFS,380.98,679.93,43.97,69.81,41.72
35,1146,832,QoS Aware Heuristic,174.85,279.18,37.37,69.51,32.74
86,896,489,Bin Packing,361.68,517.11,30.06,76.76,10.42
47,1240,664,Round Robin,452.78,534.71,15.32,75.62,26.38
11,1298,259,Bin Packing,155.79,251.25,37.99,82.17,118.0
5,1650,991,Reinforcement Learning,150.83,379.07,60.21,63.73,330.0
65,1654,653,Reinforcement Learning,221.59,272.8,18.77,83.25,25.45
18,58,146,Round Robin,164.69,437.15,62.33,60.87,3.22
56,285,258,FCFS,144.26,352.56,59.08,70.3,5.09
10,759,545,Reinforcement Learning,371.33,531.56,30.14,80.09,75.9
14,973,795,Reinforcement Learning,185.53,318.37,41.73,87.48,69.5
75,734,857,Bin Packing,366.81,448.38,18.19,90.85,9.79
94,843,622,Bin Packing,444.77,725.16,38.67,61.42,8.97
34,1101,765,Bin Packing,360.81,588.89,38.73,81.5,32.38
25,857,831,QoS Aware Heuristic,147.75,281.85,47.58,74.18,34.28
64,1984,254,Round Robin,329.43,397.16,17.05,87.8,31.0
85,1719,438,FCFS,257.45,388.87,33.8,71.35,20.22
78,76,464,Bin Packing,237.35,333.51,28.83,89.75,0.97
67,599,894,FCFS,227.41,473.98,52.02,84.09,8.94
46,1269,798,Bin Packing,471.77,701.67,32.76,91.59,27.59
55,1276,673,Reinforcement Learning,397.0,571.54,30.54,99.38,23.2
68,134,247,FCFS,153.54,425.0,63.87,96.34,1.97
80,1905,998,QoS Aware Heuristic,290.4,385.57,24.68,83.73,23.81
60,1103,243,Bin Packing,227.29,390.28,41.76,95.75,18.38
84,515,202,Round Robin,491.18,718.84,31.67,66.12,6.13
45,1172,911,Reinforcement Learning,491.21,558.16,11.99,61.72,26.04
36,1972,192,Bin Packing,227.81,370.98,38.59,81.33,54.78
19,1263,385,FCFS,240.85,433.77,44.48,98.97,66.47
66,61,523,Bin Packing,339.77,481.47,29.43,88.39,0.92
31,1676,218,Reinforcement Learning,291.72,461.77,36.83,72.21,54.06
32,1062,128,Round Robin,185.24,387.27,52.17,86.75,33.19
85,1103,610,Round Robin,364.16,506.26,28.07,61.6,12.98
68,1798,129,Round Robin,233.65,310.15,24.67,78.82,26.44
63,1111,971,Reinforcement Learning,361.49,446.35,19.01,69.49,17.63
62,1926,465,Bin Packing,253.47,435.22,41.76,61.97,31.06
6,621,899,Reinforcement Learning,380.08,473.77,19.78,70.0,103.5
40,1367,237,Reinforcement Learning,367.12,639.58,42.6,88.9,34.17
75,1433,574,Bin Packing,303.53,562.08,46.0,82.05,19.11
17,1728,662,QoS Aware Heuristic,381.9,519.16,26.44,60.94,101.65
19,963,491,Round Robin,284.39,542.14,47.54,76.39,50.68
93,229,534,FCFS,146.46,329.76,55.59,90.09,2.46
91,846,903,FCFS,172.84,262.6,34.18,98.18,9.3
64,1185,333,Bin Packing,198.4,401.95,50.64,94.97,18.52
26,1815,154,FCFS,125.29,345.15,63.7,60.06,69.81
67,1517,391,QoS Aware Heuristic,384.55,455.52,15.58,68.75,22.64
94,1094,851,Reinforcement Learning,246.96,375.57,34.24,68.31,11.64
79,1218,411,Round Robin,137.41,188.76,27.2,76.52,15.42
78,1572,647,FCFS,427.98,557.09,23.18,85.83,20.15
29,1219,188,FCFS,373.46,507.32,26.39,66.12,42.03
52,490,311,Bin Packing,280.89,488.44,42.49,96.63,9.42
47,936,417,Bin Packing,198.97,298.73,33.39,91.08,19.91
42,470,976,Reinforcement Learning,160.7,218.22,26.36,76.77,11.19
45,1389,856,Round Robin,283.35,412.26,31.27,83.36,30.87
49,1239,564,FCFS,454.1,710.5,36.09,81.67,25.29
92,1725,186,Reinforcement Learning,175.36,325.15,46.07,83.29,18.75
44,1276,508,Round Robin,327.46,481.23,31.95,94.4,29.0
21,1569,339,Reinforcement Learning,484.67,651.93,25.66,68.0,74.71
92,1829,931,FCFS,354.85,592.8,40.14,87.35,19.88
61,1698,799,Bin Packing,275.99,446.0,38.12,64.28,27.84
6,517,156,Bin Packing,386.55,459.37,15.85,78.37,86.17
66,762,212,Bin Packing,429.83,531.43,19.12,85.43,11.55
92,434,834,QoS Aware Heuristic,336.21,433.18,22.39,60.5,4.72
13,363,169,Reinforcement Learning,448.73,625.7,28.28,64.32,27.92
72,820,838,FCFS,305.84,363.32,15.82,63.65,11.39
85,1328,867,Reinforcement Learning,432.01,552.91,21.87,74.99,15.62
21,1008,791,Bin Packing,480.81,682.61,29.56,84.88,48.0
54,966,283,Reinforcement Learning,300.5,439.16,31.57,99.84,17.89
98,72,802,Round Robin,342.0,568.93,39.89,70.16,0.73
44,1978,843,Reinforcement Learning,343.79,491.6,30.07,65.44,44.95
62,1831,375,QoS Aware Heuristic,412.57,707.38,41.68,76.59,29.53
79,388,332,QoS Aware Heuristic,429.19,720.53,40.43,65.84,4.91
89,1566,153,Bin Packing,110.89,360.85,69.27,60.98,17.6
25,872,356,FCFS,393.34,681.94,42.32,82.56,34.88
22,1584,189,Round Robin,413.53,514.72,19.66,95.18,72.0
59,415,837,FCFS,380.17,617.9,38.47,94.43,7.03
33,1445,858,FCFS,385.48,515.89,25.28,64.03,43.79
28,964,762,Round Robin,116.56,347.88,66.49,65.9,34.43
78,1903,534,QoS Aware Heuristic,276.82,420.29,34.14,79.64,24.4
21,1672,724,Bin Packing,427.27,549.63,22.26,74.71,79.62
22,1292,507,Reinforcement Learning,473.6,763.3,37.95,88.12,58.73
46,524,368,QoS Aware Heuristic,191.79,294.26,34.82,79.8,11.39
88,1496,768,Bin Packing,331.68,571.32,41.94,60.8,17.0
49,1429,465,QoS Aware Heuristic,421.73,640.4,34.15,71.38,29.16
86,1533,958,Round Robin,400.96,526.83,23.89,96.06,17.83
21,1576,450,FCFS,347.56,512.15,32.14,80.46,75.05
77,76,398,Round Robin,107.48,193.22,44.37,91.92,0.99
18,991,258,Reinforcement Learning,389.55,669.85,41.85,76.09,55.06
53,851,586,Round Robin,409.3,701.33,41.64,87.08,16.06
33,850,941,FCFS,389.14,622.26,37.46,66.76,25.76
99,909,836,QoS Aware Heuristic,406.32,668.68,39.24,89.46,9.18
8,1296,625,Bin Packing,272.37,343.02,20.6,91.46,162.0
86,913,454,Reinforcement Learning,497.5,643.49,22.69,63.61,10.62
24,739,720,QoS Aware Heuristic,408.31,541.01,24.53,67.33,30.79
51,1221,500,Bin Packing,331.47,522.71,36.59,78.52,23.94
13,1497,504,FCFS,473.68,569.52,16.83,85.5,115.15
81,788,195,Round Robin,463.28,654.13,29.18,85.5,9.73
83,1424,806,QoS Aware Heuristic,425.83,639.42,33.4,86.73,17.16
31,1259,669,Bin Packing,325.48,408.57,20.34,88.58,40.61
19,464,491,Bin Packing,310.84,393.77,21.06,80.23,24.42
96,1879,451,Round Robin,231.48,290.34,20.27,82.99,19.57
23,1031,905,QoS Aware Heuristic,200.35,440.57,54.52,60.34,44.83
94,478,765,QoS Aware Heuristic,304.94,437.69,30.33,66.66,5.09
56,90,675,FCFS,331.11,437.47,24.31,79.94,1.61
30,954,769,QoS Aware Heuristic,197.81,442.33,55.28,89.82,31.8
93,1061,876,Round Robin,469.04,554.85,15.47,92.36,11.41
30,1466,732,QoS Aware Heuristic,322.91,479.71,32.69,89.16,48.87
30,752,387,FCFS,310.6,546.8,43.2,79.46,25.07
50,128,622,Bin Packing,274.26,467.72,41.36,71.25,2.56
96,766,825,QoS Aware Heuristic,123.23,311.73,60.47,77.79,7.98
53,1969,261,Round Robin,452.96,542.33,16.48,60.37,37.15
86,1863,716,QoS Aware Heuristic,226.8,322.03,29.57,83.92,21.66
57,1857,758,Reinforcement Learning,356.98,552.62,35.4,62.98,32.58
7,593,281,FCFS,342.97,398.86,14.01,65.82,84.71
70,1523,949,Bin Packing,333.79,601.07,44.47,85.04,21.76
46,523,648,Reinforcement Learning,310.28,447.9,30.73,60.53,11.37
23,1215,181,Round Robin,172.58,326.73,47.18,82.94,52.83
21,1324,623,QoS Aware Heuristic,212.24,326.85,35.07,85.54,63.05
37,343,103,FCFS,309.68,578.85,46.5,91.53,9.27
80,659,594,QoS Aware Heuristic,415.74,626.37,33.63,62.72,8.24
53,185,654,QoS Aware Heuristic,272.8,435.28,37.33,60.12,3.49
60,533,150,QoS Aware Heuristic,181.57,377.9,51.95,90.67,8.88
67,1862,360,QoS Aware Heuristic,135.18,280.27,51.77,71.6,27.79
7,1385,233,FCFS,365.2,531.6,31.3,95.49,197.86
53,863,698,Reinforcement Learning,269.34,408.75,34.11,67.4,16.28
59,604,461,Round Robin,150.15,302.82,50.42,83.42,10.24
30,1705,667,Reinforcement Learning,369.79,498.53,25.82,64.38,56.83
76,1805,316,FCFS,183.03,252.44,27.5,76.11,23.75
56,95,977,Round Robin,303.61,362.95,16.35,95.28,1.7
11,1309,167,Bin Packing,222.48,316.01,29.6,84.33,119.0
50,1121,963,Reinforcement Learning,472.68,585.59,19.28,87.58,22.42
50,247,655,FCFS,191.32,463.94,58.76,69.04,4.94
20,133,242,FCFS,267.97,470.78,43.08,96.91,6.65
28,592,445,FCFS,483.8,773.37,37.44,84.94,21.14
65,1234,653,Round Robin,227.49,362.4,37.23,64.24,18.98
58,1501,750,QoS Aware Heuristic,357.84,508.27,29.6,60.62,25.88
66,120,684,Bin Packing,226.69,456.63,50.36,60.64,1.82
5,569,878,Round Robin,144.27,338.75,57.41,62.05,113.8
53,947,293,Round Robin,351.02,532.99,34.14,96.46,17.87
29,962,766,Reinforcement Learning,466.41,660.3,29.36,74.34,33.17
14,1125,345,Bin Packing,281.03,477.06,41.09,71.93,80.36
84,1118,413,FCFS,350.47,591.91,40.79,76.66,13.31
20,342,829,Round Robin,343.56,560.58,38.71,76.38,17.1
62,987,483,Bin Packing,266.04,555.37,52.1,69.54,15.92
76,861,864,Reinforcement Learning,345.96,632.95,45.34,63.67,11.33
33,1538,888,QoS Aware Heuristic,203.73,359.21,43.28,64.35,46.61
96,1958,376,Bin Packing,251.22,310.15,19.0,83.97,20.4
10,1623,171,FCFS,276.93,329.7,16.01,75.87,162.3
20,916,228,Round Robin,445.6,526.4,15.35,96.1,45.8
24,429,457,QoS Aware Heuristic,239.33,308.05,22.31,78.55,17.88
84,1056,797,Reinforcement Learning,354.05,497.39,28.82,80.14,12.57
75,1816,624,FCFS,185.36,248.58,25.43,97.13,24.21
82,1551,940,QoS Aware Heuristic,201.03,407.26,50.64,80.07,18.91
47,311,319,Reinforcement Learning,359.37,456.91,21.35,80.08,6.62
30,629,105,FCFS,404.92,583.41,30.59,74.53,20.97
94,1252,850,Round Robin,284.85,360.62,21.01,88.42,13.32
